BatchNumber,TrayNumber,FlyID,LineNumber,Sex,n_Week1Day1,rBias_Week1Day1,n_Week1Day2,rBias_Week1Day2,n_Week1Day3,rBias_Week1Day3,n_Week2Day2,rBias_Week2Day2,n_Week2Day3,rBias_Week2Day3,n_Week3Day1,rBias_Week3Day1,n_Week3Day2,rBias_Week3Day2,n_Week3Day3,rBias_Week3Day3
2,2,1,208,0,128,0.551181102362205,119,0.728813559322034,1031,0.647572815533981,33,0.375,186,0.508108108108108,900,0.421579532814238,806,0.490683229813665,242,0.402489626556017
2,2,2,208,0,787,0.487277353689567,50,0.755102040816326,1241,0.468548387096774,69,0.602941176470588,884,0.485843714609287,740,0.581867388362652,663,0.54380664652568,19,0.5
2,2,3,208,0,3,0,9,0.5,590,0.509337860780985,249,0.633064516129032,26,0.36,382,0.288713910761155,171,0.558823529411765,257,0.27734375
2,2,4,208,0,0,NaN,47,0.58695652173913,771,0.512987012987013,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,5,208,0,12,0.909090909090909,49,0.583333333333333,719,0.647632311977716,689,0.568313953488372,202,0.671641791044776,535,0.550561797752809,706,0.547517730496454,74,0.547945205479452
2,2,6,208,0,1359,0.590574374079529,3,0.5,1059,0.517958412098299,795,0.502518891687657,679,0.511799410029499,344,0.256559766763848,726,0.864827586206897,108,0.280373831775701
2,2,7,208,0,1171,0.6,10,0.444444444444444,927,0.56695464362851,773,0.612694300518135,583,0.475945017182131,3,0.5,-1,NaN,-1,NaN
2,2,8,208,0,996,0.492462311557789,247,0.58130081300813,786,0.535031847133758,106,0.495238095238095,37,0.361111111111111,179,0.426966292134831,984,0.495422177009156,-1,NaN
2,2,9,208,0,849,0.672169811320755,591,0.705084745762712,1004,0.630109670987039,259,0.449612403100775,644,0.598755832037325,3,0.5,-1,NaN,-1,NaN
2,2,10,208,0,3,0.5,12,0.454545454545455,304,0.541254125412541,803,0.516209476309227,551,0.469090909090909,17,0.25,683,0.536656891495601,13,0.5
2,2,11,208,0,443,0.529411764705882,2,0,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,2,12,208,0,652,0.391705069124424,91,0.544444444444444,647,0.605263157894737,385,0.5078125,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,13,208,0,55,0.425925925925926,15,0.571428571428571,74,0.438356164383562,24,0.434782608695652,24,0.304347826086957,96,0.452631578947368,99,0.561224489795918,20,0.421052631578947
2,2,14,208,0,696,0.705035971223022,369,0.690217391304348,859,0.67016317016317,44,0.674418604651163,216,0.618604651162791,403,0.661691542288557,506,0.718811881188119,248,0.773279352226721
2,2,15,208,0,247,0.394308943089431,77,0.539473684210526,326,0.449230769230769,121,0.525,19,0.611111111111111,322,0.632398753894081,149,0.493243243243243,-1,NaN
2,2,16,208,0,799,0.344611528822055,403,0.487562189054726,930,0.470398277717976,271,0.596296296296296,41,0.625,11,0.5,-1,NaN,-1,NaN
2,2,17,208,0,11,0.6,23,0.5,835,0.568345323741007,298,0.356902356902357,85,0.55952380952381,967,0.563146997929607,470,0.507462686567164,621,0.52741935483871
2,2,18,208,0,1272,0.35405192761605,1021,0.454901960784314,966,0.361658031088083,701,0.472857142857143,1040,0.554379210779596,885,0.480769230769231,-1,NaN,-1,NaN
2,2,19,208,0,1319,0.611532625189681,976,0.551794871794872,1025,0.607421875,705,0.413352272727273,-1,NaN,2,0,-1,NaN,-1,NaN
2,2,20,208,0,24,0.434782608695652,14,0.461538461538462,544,0.38121546961326,-1,NaN,-1,NaN,5,0.75,-1,NaN,-1,NaN
2,2,21,208,0,549,0.332116788321168,336,0.405970149253731,658,0.426179604261796,10,0.444444444444444,13,0.333333333333333,61,0.516666666666667,37,0.611111111111111,494,0.462474645030426
2,2,22,208,0,17,0.625,55,0.685185185185185,104,0.553398058252427,305,0.536184210526316,646,0.491472868217054,660,0.450682852807284,601,0.403333333333333,11,0.5
2,2,23,208,0,570,0.652021089630931,47,0.521739130434783,147,0.657534246575342,135,0.567164179104478,38,0.486486486486487,461,0.532608695652174,31,0.7,34,0.545454545454545
2,2,24,208,0,5,0.75,8,0.571428571428571,63,0.612903225806452,157,0.467948717948718,55,0.574074074074074,76,0.44,146,0.544827586206897,14,0.692307692307692
2,2,25,208,0,2,1,196,0.502564102564103,128,0.330708661417323,394,0.536895674300254,302,0.501661129568106,475,0.569620253164557,543,0.46309963099631,52,0.588235294117647
2,2,26,208,0,38,0.189189189189189,9,0.5,39,0.5,272,0.523985239852399,111,0.4,356,0.543661971830986,212,0.445497630331754,43,0.452380952380952
2,2,27,208,0,24,0.478260869565217,51,0.6,938,0.40128068303095,738,0.473541383989145,577,0.411458333333333,757,0.461640211640212,79,0.487179487179487,57,0.660714285714286
2,2,28,208,0,491,0.440816326530612,804,0.38854296388543,826,0.469090909090909,674,0.438335809806835,839,0.424821002386635,949,0.604430379746835,944,0.455991516436903,296,0.349152542372881
2,2,29,208,0,839,0.278042959427208,447,0.356502242152466,278,0.494584837545126,163,0.290123456790123,-1,NaN,13,0.5,-1,NaN,-1,NaN
2,2,30,208,0,67,0.621212121212121,512,0.569471624266145,875,0.537757437070938,189,0.526595744680851,19,0.555555555555556,752,0.596537949400799,-1,NaN,-1,NaN
2,2,31,208,0,1219,0.430213464696223,1177,0.524659863945578,820,0.401709401709402,-1,NaN,-1,NaN,19,0.5,-1,NaN,-1,NaN
2,2,32,208,0,853,0.438967136150235,0,NaN,1061,0.528301886792453,459,0.567685589519651,15,0.142857142857143,581,0.556896551724138,-1,NaN,-1,NaN
2,2,33,208,0,737,0.554347826086957,398,0.544080604534005,847,0.578014184397163,662,0.496217851739788,282,0.498220640569395,430,0.421911421911422,-1,NaN,0,NaN
2,2,34,208,0,157,0.403846153846154,6,0.4,384,0.501305483028721,753,0.602393617021277,19,0.222222222222222,720,0.425591098748261,657,0.576219512195122,365,0.554945054945055
2,2,35,208,0,111,0.409090909090909,411,0.409756097560976,535,0.464419475655431,509,0.401574803149606,835,0.39568345323741,633,0.484177215189873,331,0.154545454545455,-1,NaN
2,2,36,208,0,1084,0.518928901200369,1063,0.508474576271186,944,0.417815482502651,795,0.551637279596977,718,0.608089260808926,941,0.540425531914894,910,0.446644664466447,-1,NaN
2,2,37,208,0,64,0.523809523809524,18,0.588235294117647,17,0.5,214,0.553990610328638,41,0.6,499,0.522088353413655,397,0.679292929292929,135,0.701492537313433
2,2,38,208,0,577,0.659722222222222,484,0.666666666666667,771,0.662337662337662,647,0.722910216718266,648,0.574961360123648,4,0.666666666666667,-1,NaN,-1,NaN
2,2,39,208,0,894,0.313549832026876,702,0.467902995720399,645,0.436335403726708,835,0.401678657074341,774,0.386804657179819,795,0.47103274559194,757,0.489417989417989,-1,NaN
2,2,40,208,0,-1,NaN,8,0.428571428571429,329,0.442073170731707,760,0.532279314888011,650,0.362095531587057,750,0.472630173564753,710,0.427362482369535,-1,NaN
2,2,41,208,0,106,0.514285714285714,872,0.493685419058553,688,0.534206695778748,522,0.675623800383877,723,0.538781163434903,718,0.673640167364017,264,0.547528517110266,0,NaN
2,2,42,208,0,395,0.474619289340102,206,0.395121951219512,1016,0.468965517241379,572,0.746059544658494,1006,0.56318407960199,664,0.800904977375566,603,0.54485049833887,-1,NaN
2,2,43,208,0,209,0.759615384615385,48,0.553191489361702,135,0.694029850746269,666,0.715789473684211,432,0.554524361948956,850,0.435806831566549,606,0.679338842975207,457,0.486842105263158
2,2,44,208,0,1171,0.31965811965812,427,0.474178403755869,283,0.390070921985816,691,0.48695652173913,227,0.619469026548673,343,0.625730994152047,315,0.509554140127389,245,0.545081967213115
2,2,45,208,0,1155,0.477469670710572,996,0.565829145728643,801,0.57,641,0.60625,399,0.530150753768844,461,0.53695652173913,626,0.5856,1,NaN
2,2,46,208,0,1009,0.56547619047619,542,0.66543438077634,628,0.604465709728868,224,0.645739910313901,39,0.552631578947368,301,0.64,-1,NaN,6,0.6
2,2,47,208,0,857,0.422897196261682,42,0.560975609756098,-1,NaN,-1,NaN,-1,NaN,10,0.444444444444444,-1,NaN,-1,NaN
2,2,48,819,0,282,0.455516014234875,39,0.5,74,0.465753424657534,65,0.46875,171,0.488235294117647,467,0.381974248927039,55,0.425925925925926,97,0.416666666666667
2,2,49,819,0,475,0.761603375527426,125,0.717741935483871,141,0.785714285714286,465,0.59698275862069,500,0.81563126252505,340,0.752212389380531,327,0.610429447852761,-1,NaN
2,2,50,819,0,275,0.430656934306569,283,0.482269503546099,799,0.479949874686717,-1,NaN,-1,NaN,6,0.6,-1,NaN,-1,NaN
2,2,51,819,0,169,0.428571428571429,96,0.515789473684211,274,0.531135531135531,835,0.309352517985612,575,0.350174216027875,1070,0.321796071094481,597,0.463087248322148,759,0.33245382585752
2,2,52,819,0,92,0.362637362637363,5,0.5,116,0.252173913043478,164,0.613496932515337,57,0.571428571428571,83,0.621951219512195,72,0.549295774647887,58,0.684210526315789
2,2,53,819,0,218,0.400921658986175,332,0.38368580060423,301,0.486666666666667,-1,NaN,0,NaN,3,0.5,-1,NaN,-1,NaN
2,2,54,819,0,289,0.673611111111111,178,0.644067796610169,231,0.539130434782609,441,0.586363636363636,1,NaN,1,NaN,-1,NaN,0,NaN
2,2,55,819,0,954,0.450157397691501,593,0.511824324324324,566,0.470796460176991,650,0.500770416024653,603,0.616279069767442,419,0.610047846889952,256,0.647058823529412,299,0.60738255033557
2,2,56,819,0,143,0.436619718309859,160,0.484276729559748,-1,NaN,0,NaN,0,NaN,12,0.454545454545455,-1,NaN,7,0.833333333333333
2,2,57,819,0,194,0.512953367875648,106,0.39047619047619,137,0.492647058823529,628,0.48006379585327,652,0.353302611367127,717,0.427374301675978,557,0.426258992805755,2,1
2,2,58,819,0,279,0.334532374100719,16,0.533333333333333,247,0.495934959349593,748,0.311914323962517,437,0.467889908256881,1044,0.420901246404602,479,0.393305439330544,2,0
2,2,59,819,0,637,0.484276729559748,146,0.482758620689655,174,0.508670520231214,382,0.535433070866142,409,0.482843137254902,10,0.444444444444444,3,0.5,3,0.5
2,2,60,819,0,343,0.640350877192982,0,NaN,-1,NaN,-1,NaN,-1,NaN,17,0.4375,-1,NaN,-1,NaN
2,2,61,819,0,308,0.283387622149837,455,0.515418502202643,269,0.399253731343284,200,0.391959798994975,450,0.516703786191537,242,0.398340248962656,191,0.394736842105263,-1,NaN
2,2,62,819,0,156,0.554838709677419,149,0.527027027027027,353,0.352272727272727,494,0.628803245436105,284,0.318021201413428,18,0.235294117647059,116,0.521739130434783,407,0.536945812807882
2,2,63,819,0,306,0.531147540983607,225,0.544642857142857,262,0.532567049808429,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,2,64,819,0,505,0.60515873015873,179,0.578651685393258,245,0.704918032786885,690,0.727140783744557,271,0.625925925925926,226,0.462222222222222,261,0.55,521,0.730769230769231
2,2,65,819,0,219,0.330275229357798,366,0.238356164383562,202,0.477611940298507,-1,NaN,-1,NaN,5,0.5,-1,NaN,-1,NaN
2,2,66,819,0,296,0.820338983050847,385,0.515625,341,0.547058823529412,633,0.449367088607595,471,0.408510638297872,626,0.5568,619,0.433656957928803,483,0.636929460580913
2,2,67,819,0,668,0.359820089955023,464,0.384449244060475,417,0.543269230769231,-1,NaN,-1,NaN,0,NaN,1,NaN,2,0
2,2,68,819,0,93,0.456521739130435,188,0.582887700534759,248,0.538461538461538,253,0.646825396825397,168,0.646706586826347,2,0,3,0.5,3,0.5
2,2,69,819,0,216,0.4,319,0.437106918238994,422,0.515439429928741,237,0.440677966101695,240,0.359832635983264,290,0.442906574394464,126,0.48,337,0.333333333333333
2,2,70,819,0,177,0.568181818181818,88,0.390804597701149,88,0.528735632183908,414,0.610169491525424,124,0.544715447154472,316,0.66984126984127,364,0.515151515151515,240,0.594142259414226
2,2,71,819,0,331,0.575757575757576,144,0.538461538461538,259,0.558139534883721,209,0.475961538461538,184,0.442622950819672,7,0.5,-1,NaN,3,0.5
2,2,72,819,0,52,0.647058823529412,27,0.423076923076923,177,0.4375,-1,NaN,-1,NaN,3,0,-1,NaN,-1,NaN
2,2,73,819,0,586,0.776068376068376,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,74,819,0,683,0.221407624633431,385,0.533854166666667,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,75,819,0,232,0.428571428571429,2,0,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,76,819,0,480,0.340292275574113,220,0.356164383561644,208,0.454106280193237,528,0.609108159392789,163,0.5,650,0.49768875192604,263,0.519083969465649,299,0.570469798657718
2,2,77,819,0,134,0.330827067669173,512,0.452054794520548,656,0.403053435114504,966,0.474611398963731,802,0.367041198501873,846,0.449704142011834,461,0.61304347826087,629,0.447452229299363
2,2,78,819,0,93,0.5,95,0.436170212765957,282,0.501779359430605,187,0.451612903225806,229,0.464912280701754,152,0.33112582781457,160,0.509433962264151,180,0.273743016759777
2,2,79,819,0,285,0.52112676056338,232,0.554112554112554,414,0.426150121065375,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,80,819,0,452,0.532150776053215,23,0.681818181818182,404,0.52605459057072,284,0.477031802120141,493,0.390243902439024,231,0.243478260869565,363,0.516574585635359,344,0.314868804664723
2,2,81,819,0,306,0.416393442622951,137,0.507352941176471,522,0.485604606525912,790,0.551330798479088,920,0.519042437431991,-1,NaN,0,NaN,-1,NaN
2,2,82,819,0,565,0.413120567375887,242,0.394190871369295,398,0.332493702770781,281,0.475,319,0.490566037735849,141,0.385714285714286,226,0.568888888888889,123,0.5
2,2,83,819,0,54,0.377358490566038,228,0.458149779735683,335,0.517964071856287,148,0.646258503401361,82,0.679012345679012,487,0.376543209876543,180,0.41340782122905,120,0.470588235294118
2,2,84,819,0,123,0.368852459016393,293,0.530821917808219,258,0.428015564202335,184,0.781420765027322,287,0.538461538461538,670,0.521674140508221,127,0.46031746031746,-1,NaN
2,2,85,819,0,-1,NaN,2,0,336,0.307462686567164,-1,NaN,19,0.555555555555556,-1,NaN,136,0.259259259259259,-1,NaN
2,2,86,819,0,288,0.418118466898955,79,0.474358974358974,126,0.6,165,0.25609756097561,128,0.62992125984252,136,0.407407407407407,-1,NaN,110,0.330275229357798
2,2,87,819,0,188,0.433155080213904,243,0.524793388429752,489,0.409836065573771,197,0.561224489795918,143,0.507042253521127,393,0.512755102040816,164,0.595092024539877,96,0.463157894736842
2,2,88,819,0,101,0.59,47,0.456521739130435,288,0.473867595818815,380,0.430079155672823,405,0.455445544554455,609,0.435855263157895,458,0.577680525164114,326,0.516923076923077
2,2,89,819,0,492,0.270875763747454,563,0.348754448398576,418,0.383693045563549,-1,NaN,3,0.5,-1,NaN,-1,NaN,-1,NaN
2,2,90,819,0,85,0.630952380952381,601,0.511666666666667,193,0.557291666666667,426,0.442352941176471,549,0.343065693430657,423,0.471563981042654,-1,NaN,-1,NaN
2,2,91,819,0,95,0.468085106382979,265,0.393939393939394,145,0.347222222222222,216,0.525581395348837,311,0.474193548387097,335,0.544910179640719,254,0.486166007905138,-1,NaN
2,2,92,819,0,118,0.521367521367521,237,0.478813559322034,367,0.505464480874317,717,0.519553072625698,662,0.375189107413011,-1,NaN,-1,NaN,-1,NaN
2,2,93,819,0,422,0.463182897862233,483,0.365145228215768,450,0.293986636971047,311,0.625806451612903,276,0.505454545454545,332,0.528700906344411,0,NaN,-1,NaN
2,2,94,819,0,91,0.611111111111111,21,0.5,53,0.480769230769231,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,95,819,0,94,0.451612903225806,125,0.451612903225806,110,0.376146788990826,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,2,96,819,0,1,NaN,146,0.448275862068966,178,0.497175141242938,178,0.322033898305085,125,0.403225806451613,210,0.425837320574163,280,0.555555555555556,164,0.441717791411043
